Date,CO AQI Value,NO2 AQI Value,Ozone AQI Value,PM10 AQI Value,PM205 AQI Value,SO2 AQI Value,Target,Year
5/1/2012,6,27,36,0,48,6,Erie,2012
5/2/2012,6,25,47,0,54,11,Erie,2012
5/3/2012,6,24,34,0,66,36,Erie,2012
5/4/2012,5,12,44,0,40,11,Erie,2012
5/5/2012,5,11,47,0,15,3,Erie,2012
5/6/2012,3,18,40,0,28,4,Erie,2012
5/7/2012,5,16,45,0,39,3,Erie,2012
5/8/2012,5,14,93,0,40,20,Erie,2012
5/9/2012,3,20,45,0,50,16,Erie,2012
5/10/2012,3,8,58,0,23,7,Erie,2012
5/11/2012,2,13,93,0,32,7,Erie,2012
5/12/2012,2,16,42,0,55,13,Erie,2012
5/13/2012,3,22,38,0,37,11,Erie,2012
5/14/2012,5,34,47,0,52,23,Erie,2012
5/15/2012,5,32,90,0,55,23,Erie,2012
5/16/2012,3,27,97,0,33,11,Erie,2012
5/17/2012,3,24,41,0,20,6,Erie,2012
5/18/2012,3,16,44,0,32,4,Erie,2012
5/19/2012,6,32,43,0,61,13,Erie,2012
5/20/2012,7,13,47,0,65,4,Erie,2012
5/21/2012,3,16,97,0,35,3,Erie,2012
5/22/2012,3,16,44,0,41,4,Erie,2012
5/23/2012,3,14,41,0,43,9,Erie,2012
5/24/2012,3,17,80,0,40,3,Erie,2012
5/25/2012,3,8,54,0,70,13,Erie,2012
5/26/2012,3,25,44,0,32,4,Erie,2012
5/27/2012,3,15,36,0,52,4,Erie,2012
5/28/2012,5,17,29,0,73,10,Erie,2012
5/29/2012,3,12,47,0,66,20,Erie,2012
5/30/2012,3,15,36,0,28,6,Erie,2012
5/31/2012,2,10,25,0,33,7,Erie,2012
6/1/2012,2,10,31,0,19,1,Erie,2012
6/2/2012,2,4,38,0,29,10,Erie,2012
6/3/2012,1,9,39,0,20,7,Erie,2012
6/4/2012,2,11,58,0,14,3,Erie,2012
6/5/2012,2,25,61,0,22,4,Erie,2012
6/6/2012,3,19,147,0,31,16,Erie,2012
6/7/2012,2,16,61,0,25,37,Erie,2012
6/8/2012,2,14,40,0,45,6,Erie,2012
6/9/2012,3,25,37,0,49,4,Erie,2012
6/10/2012,6,41,42,0,77,67,Erie,2012
6/11/2012,6,29,51,0,73,7,Erie,2012
6/12/2012,3,9,47,0,35,9,Erie,2012
6/13/2012,1,23,47,0,20,4,Erie,2012
6/14/2012,2,16,54,0,33,4,Erie,2012
6/15/2012,2,19,84,0,38,4,Erie,2012
6/16/2012,2,16,87,0,41,6,Erie,2012
6/17/2012,2,11,105,0,55,10,Erie,2012
6/18/2012,2,14,42,0,53,16,Erie,2012
6/19/2012,2,33,31,0,68,17,Erie,2012
6/20/2012,2,21,38,0,72,57,Erie,2012
6/21/2012,2,32,27,0,76,11,Erie,2012
6/22/2012,2,14,39,0,24,7,Erie,2012
6/23/2012,2,20,39,0,33,6,Erie,2012
6/24/2012,1,10,151,0,29,14,Erie,2012
6/25/2012,1,9,58,0,15,3,Erie,2012
6/26/2012,0,11,74,0,27,6,Erie,2012
6/27/2012,1,16,37,0,37,14,Erie,2012
6/28/2012,2,31,36,0,59,43,Erie,2012
6/29/2012,2,14,67,0,75,11,Erie,2012
6/30/2012,2,8,105,0,63,7,Erie,2012
7/1/2012,2,20,45,0,30,9,Erie,2012
7/2/2012,2,21,119,0,53,16,Erie,2012
7/3/2012,2,18,38,0,51,9,Erie,2012
7/4/2012,3,11,34,0,76,14,Erie,2012
7/5/2012,5,0,41,0,74,11,Erie,2012
7/6/2012,3,0,35,0,66,36,Erie,2012
7/7/2012,3,0,46,0,44,9,Erie,2012
7/8/2012,2,0,90,0,50,4,Erie,2012
7/9/2012,1,0,105,0,18,14,Erie,2012
7/10/2012,2,0,61,0,26,6,Erie,2012
7/11/2012,2,0,54,0,40,6,Erie,2012
7/12/2012,2,0,71,0,61,17,Erie,2012
7/13/2012,3,0,101,0,66,31,Erie,2012
7/14/2012,2,0,34,0,56,14,Erie,2012
7/15/2012,2,0,28,0,53,13,Erie,2012
7/16/2012,2,0,33,0,53,19,Erie,2012
7/17/2012,2,0,46,0,66,9,Erie,2012
7/18/2012,3,5,105,0,57,6,Erie,2012
7/19/2012,2,10,112,0,46,6,Erie,2012
7/20/2012,2,10,41,0,34,3,Erie,2012
7/21/2012,2,9,39,0,24,4,Erie,2012
7/22/2012,2,6,67,0,56,14,Erie,2012
7/23/2012,2,8,38,0,77,11,Erie,2012
7/24/2012,2,8,31,0,38,7,Erie,2012
7/25/2012,2,13,44,0,16,11,Erie,2012
7/26/2012,2,5,47,0,44,4,Erie,2012
7/27/2012,2,3,93,0,25,3,Erie,2012
7/28/2012,3,12,48,0,27,3,Erie,2012
7/29/2012,5,15,71,0,39,13,Erie,2012
7/30/2012,0,18,133,0,38,11,Erie,2012
7/31/2012,0,12,80,0,62,6,Erie,2012
8/1/2012,0,8,50,0,41,7,Erie,2012
8/2/2012,2,12,35,0,52,11,Erie,2012
8/3/2012,3,20,97,0,63,29,Erie,2012
8/4/2012,3,7,126,0,71,4,Erie,2012
8/5/2012,2,4,39,0,53,10,Erie,2012
8/6/2012,1,16,74,0,12,16,Erie,2012
8/7/2012,2,21,40,0,43,10,Erie,2012
8/8/2012,2,17,44,0,57,33,Erie,2012
8/9/2012,2,13,67,0,47,7,Erie,2012
8/10/2012,2,10,49,0,40,6,Erie,2012
8/11/2012,1,7,61,0,20,3,Erie,2012
8/12/2012,1,8,67,0,22,4,Erie,2012
8/13/2012,1,10,40,0,43,10,Erie,2012
8/14/2012,2,11,36,0,51,7,Erie,2012
8/15/2012,3,22,41,0,54,7,Erie,2012
8/16/2012,2,22,48,0,56,11,Erie,2012
8/17/2012,2,6,42,0,36,4,Erie,2012
8/18/2012,2,19,71,0,27,6,Erie,2012
8/19/2012,3,18,115,0,32,10,Erie,2012
8/20/2012,3,19,129,0,39,4,Erie,2012
8/21/2012,2,29,97,0,35,10,Erie,2012
8/22/2012,2,29,47,0,56,10,Erie,2012
8/23/2012,3,20,37,0,63,16,Erie,2012
8/24/2012,3,16,37,0,68,29,Erie,2012
8/25/2012,3,11,44,0,74,7,Erie,2012
8/26/2012,2,9,43,0,51,4,Erie,2012
8/27/2012,2,9,129,0,41,4,Erie,2012
8/28/2012,2,11,35,0,39,6,Erie,2012
8/29/2012,2,29,43,0,25,11,Erie,2012
8/30/2012,2,25,42,0,28,11,Erie,2012
8/31/2012,3,25,33,0,69,11,Erie,2012
9/1/2012,2,32,58,0,0,4,Erie,2012
9/2/2012,2,19,64,0,0,4,Erie,2012
9/3/2012,3,13,93,0,58,4,Erie,2012
9/4/2012,0,20,43,0,0,3,Erie,2012
9/5/2012,0,30,32,0,0,16,Erie,2012
9/6/2012,3,33,31,0,56,6,Erie,2012
9/7/2012,3,27,44,0,0,20,Erie,2012
9/8/2012,3,9,71,0,0,4,Erie,2012
9/9/2012,2,14,97,0,16,7,Erie,2012
9/10/2012,2,28,41,0,0,4,Erie,2012
9/11/2012,3,32,26,0,0,6,Erie,2012
9/12/2012,5,41,49,0,53,11,Erie,2012
9/13/2012,5,46,47,0,0,19,Erie,2012
9/14/2012,5,43,30,0,56,16,Erie,2012
9/15/2012,3,23,31,0,20,6,Erie,2012
9/16/2012,5,20,41,0,35,9,Erie,2012
9/17/2012,3,42,42,0,59,19,Erie,2012
9/18/2012,3,21,34,0,33,4,Erie,2012
9/19/2012,2,22,25,0,17,7,Erie,2012
9/20/2012,2,25,31,0,25,6,Erie,2012
9/21/2012,3,34,47,0,45,7,Erie,2012
9/22/2012,2,18,30,0,22,7,Erie,2012
9/23/2012,2,18,29,0,12,9,Erie,2012
9/24/2012,2,24,25,0,26,16,Erie,2012
9/25/2012,2,14,33,0,38,21,Erie,2012
9/26/2012,3,16,27,0,43,6,Erie,2012
9/27/2012,0,24,29,0,23,6,Erie,2012
9/28/2012,5,20,22,0,22,3,Erie,2012
9/29/2012,5,15,26,0,30,6,Erie,2012
9/30/2012,3,13,61,0,29,4,Erie,2012
10/1/2012,5,28,44,0,27,7,Erie,2012
10/2/2012,6,25,26,0,46,4,Erie,2012
10/3/2012,6,29,25,0,52,6,Erie,2012
10/4/2012,6,27,23,0,52,9,Erie,2012
10/5/2012,5,15,29,0,55,4,Erie,2012
10/6/2012,3,6,30,0,74,3,Erie,2012
10/7/2012,3,16,33,0,14,4,Erie,2012
10/8/2012,5,23,29,0,27,4,Erie,2012
10/9/2012,6,34,32,0,48,7,Erie,2012
10/10/2012,6,10,42,0,26,4,Erie,2012
10/11/2012,3,9,29,0,22,6,Erie,2012
10/12/2012,6,29,27,0,28,6,Erie,2012
10/13/2012,7,24,29,0,23,4,Erie,2012
10/14/2012,6,8,39,0,54,11,Erie,2012
10/15/2012,6,6,37,0,18,4,Erie,2012
10/16/2012,6,27,22,0,21,4,Erie,2012
10/17/2012,9,41,33,0,57,7,Erie,2012
10/18/2012,9,37,34,0,41,4,Erie,2012
10/19/2012,7,30,8,0,27,13,Erie,2012
10/20/2012,6,11,49,0,21,13,Erie,2012
10/21/2012,6,8,42,0,41,6,Erie,2012
10/22/2012,8,41,28,0,53,16,Erie,2012
10/23/2012,8,25,27,0,54,4,Erie,2012
10/24/2012,9,27,24,0,52,4,Erie,2012
10/25/2012,11,57,25,0,68,9,Erie,2012
10/26/2012,9,11,15,0,54,7,Erie,2012
10/27/2012,5,6,26,0,23,3,Erie,2012
10/28/2012,6,5,23,0,15,3,Erie,2012
10/29/2012,6,6,29,0,9,3,Erie,2012
10/30/2012,6,13,28,0,21,3,Erie,2012
10/31/2012,6,14,32,0,23,6,Erie,2012
11/1/2012,6,6,19,0,19,3,Erie,2012
11/2/2012,6,9,42,0,22,4,Erie,2012
11/3/2012,6,6,31,0,21,4,Erie,2012
11/4/2012,6,8,33,0,21,4,Erie,2012
11/5/2012,6,20,32,0,25,3,Erie,2012
11/6/2012,7,33,26,0,33,4,Erie,2012
11/7/2012,8,31,25,0,42,6,Erie,2012
11/8/2012,15,40,21,0,55,7,Erie,2012
11/9/2012,11,31,17,0,60,13,Erie,2012
11/10/2012,8,24,26,0,69,6,Erie,2012
11/11/2012,9,38,27,0,56,7,Erie,2012
11/12/2012,9,8,29,0,44,6,Erie,2012
11/13/2012,7,15,28,0,34,4,Erie,2012
11/14/2012,3,28,20,0,37,4,Erie,2012
11/15/2012,5,26,26,0,39,4,Erie,2012
11/16/2012,9,29,18,0,58,11,Erie,2012
11/17/2012,9,25,16,0,90,9,Erie,2012
11/18/2012,6,23,22,0,56,6,Erie,2012
11/19/2012,9,31,23,0,68,13,Erie,2012
11/20/2012,8,27,17,0,78,7,Erie,2012
11/21/2012,10,28,18,0,75,7,Erie,2012
11/22/2012,13,30,29,0,66,10,Erie,2012
11/23/2012,6,7,30,0,47,10,Erie,2012
11/24/2012,3,2,34,0,20,4,Erie,2012
11/25/2012,3,8,32,0,34,4,Erie,2012
11/26/2012,3,10,33,0,39,4,Erie,2012
11/27/2012,6,24,37,0,35,9,Erie,2012
11/28/2012,6,24,32,0,42,7,Erie,2012
11/29/2012,5,15,29,0,56,9,Erie,2012
11/30/2012,5,15,26,0,39,6,Erie,2012
12/1/2012,7,21,31,0,62,10,Erie,2012
12/2/2012,7,11,35,0,59,9,Erie,2012
12/3/2012,8,20,31,0,62,4,Erie,2012
12/4/2012,7,9,20,0,52,4,Erie,2012
12/5/2012,5,12,26,0,29,4,Erie,2012
12/6/2012,7,25,18,0,38,6,Erie,2012
12/7/2012,7,22,16,0,59,7,Erie,2012
12/8/2012,8,15,22,0,55,4,Erie,2012
12/9/2012,7,10,23,0,41,4,Erie,2012
12/10/2012,7,8,17,0,38,6,Erie,2012
12/11/2012,7,25,18,0,48,7,Erie,2012
12/12/2012,7,0,29,0,55,7,Erie,2012
12/13/2012,6,0,30,0,45,7,Erie,2012
12/14/2012,9,34,34,0,61,11,Erie,2012
12/15/2012,13,28,32,0,65,6,Erie,2012
12/16/2012,7,19,33,0,56,7,Erie,2012
12/17/2012,6,21,37,0,51,6,Erie,2012
12/18/2012,6,13,32,0,36,4,Erie,2012
12/19/2012,6,26,29,0,52,6,Erie,2012
12/20/2012,7,25,26,0,31,6,Erie,2012
12/21/2012,6,14,31,0,31,4,Erie,2012
12/22/2012,5,3,35,0,36,7,Erie,2012
12/23/2012,5,7,31,0,39,9,Erie,2012
12/24/2012,5,14,30,0,37,7,Erie,2012
12/25/2012,6,27,34,0,45,6,Erie,2012
12/26/2012,6,13,32,0,33,9,Erie,2012
12/27/2012,6,16,33,0,41,6,Erie,2012
12/28/2012,8,38,20,0,54,6,Erie,2012
12/29/2012,8,24,26,0,54,6,Erie,2012
12/30/2012,5,9,18,0,47,9,Erie,2012
12/31/2012,6,13,16,0,62,13,Erie,2012
1/1/2012,3,0,23,0,43,1,Monroe,2012
1/2/2012,2,0,24,0,33,6,Monroe,2012
1/3/2012,2,0,27,0,35,11,Monroe,2012
1/4/2012,2,0,23,0,46,6,Monroe,2012
1/5/2012,2,0,20,0,42,9,Monroe,2012
1/6/2012,3,0,19,0,52,4,Monroe,2012
1/7/2012,3,0,25,0,52,13,Monroe,2012
1/8/2012,5,0,24,0,43,14,Monroe,2012
1/9/2012,5,0,26,0,28,3,Monroe,2012
1/10/2012,2,0,20,0,37,14,Monroe,2012
1/11/2012,3,0,19,0,43,6,Monroe,2012
1/12/2012,3,0,16,0,27,0,Monroe,2012
1/13/2012,3,0,23,0,36,1,Monroe,2012
1/14/2012,2,0,27,0,32,20,Monroe,2012
1/16/2012,7,0,30,0,52,27,Monroe,2012
1/17/2012,5,0,25,0,45,4,Monroe,2012
1/18/2012,3,0,23,0,45,0,Monroe,2012
1/19/2012,3,0,23,0,35,10,Monroe,2012
1/20/2012,2,0,26,0,32,4,Monroe,2012
1/21/2012,2,0,25,0,32,13,Monroe,2012
1/22/2012,3,0,28,0,38,9,Monroe,2012
1/24/2012,2,0,25,0,42,0,Monroe,2012
1/25/2012,3,0,23,0,31,0,Monroe,2012
1/26/2012,2,0,22,0,54,0,Monroe,2012
1/27/2012,5,0,13,0,43,0,Monroe,2012
1/28/2012,2,0,23,0,49,0,Monroe,2012
1/29/2012,2,0,31,0,33,1,Monroe,2012
1/30/2012,2,0,29,0,34,1,Monroe,2012
1/31/2012,6,0,31,0,35,1,Monroe,2012
2/1/2012,2,0,33,0,31,9,Monroe,2012
2/2/2012,2,0,30,0,47,3,Monroe,2012
2/3/2012,2,0,26,0,45,1,Monroe,2012
2/5/2012,2,0,20,0,38,3,Monroe,2012
2/7/2012,2,0,28,0,38,9,Monroe,2012
2/8/2012,3,0,23,0,23,6,Monroe,2012
2/9/2012,2,0,33,0,27,3,Monroe,2012
2/10/2012,2,0,24,0,50,0,Monroe,2012
2/11/2012,2,0,21,0,33,7,Monroe,2012
2/12/2012,2,0,27,0,26,3,Monroe,2012
2/13/2012,2,0,21,0,41,3,Monroe,2012
2/14/2012,2,0,30,0,41,1,Monroe,2012
2/15/2012,6,0,31,0,30,6,Monroe,2012
2/16/2012,8,0,31,0,21,13,Monroe,2012
2/17/2012,2,0,31,0,28,3,Monroe,2012
2/18/2012,2,0,20,0,43,3,Monroe,2012
2/19/2012,2,0,18,0,60,4,Monroe,2012
2/20/2012,3,0,26,0,43,1,Monroe,2012
2/21/2012,3,0,28,0,39,1,Monroe,2012
2/22/2012,2,0,25,0,37,6,Monroe,2012
2/23/2012,5,0,33,0,24,13,Monroe,2012
2/24/2012,5,0,28,0,26,6,Monroe,2012
2/25/2012,2,0,27,0,25,1,Monroe,2012
2/26/2012,2,0,28,0,24,0,Monroe,2012
2/27/2012,3,0,29,0,37,1,Monroe,2012
2/28/2012,2,0,34,0,59,0,Monroe,2012
2/29/2012,2,0,36,0,28,4,Monroe,2012
3/1/2012,2,0,31,0,19,9,Monroe,2012
3/2/2012,5,0,31,0,35,4,Monroe,2012
3/3/2012,3,0,23,0,0,7,Monroe,2012
3/4/2012,2,0,18,0,0,1,Monroe,2012
3/5/2012,2,0,24,0,34,0,Monroe,2012
3/6/2012,2,0,36,0,28,1,Monroe,2012
3/7/2012,2,0,30,0,28,0,Monroe,2012
3/8/2012,2,0,30,0,26,17,Monroe,2012
3/9/2012,2,0,33,0,29,10,Monroe,2012
3/10/2012,2,0,44,0,31,1,Monroe,2012
3/11/2012,2,0,39,0,45,4,Monroe,2012
3/12/2012,5,0,32,0,40,4,Monroe,2012
3/13/2012,2,0,34,0,23,0,Monroe,2012
3/15/2012,3,0,45,0,20,14,Monroe,2012
3/16/2012,3,0,43,0,32,6,Monroe,2012
3/17/2012,5,0,43,0,36,7,Monroe,2012
3/18/2012,5,0,39,0,42,3,Monroe,2012
3/19/2012,3,0,36,0,43,1,Monroe,2012
3/20/2012,3,0,35,0,56,6,Monroe,2012
3/21/2012,5,0,44,0,47,0,Monroe,2012
3/22/2012,3,0,36,0,50,1,Monroe,2012
3/23/2012,2,0,42,0,59,6,Monroe,2012
3/24/2012,2,0,46,0,43,0,Monroe,2012
3/25/2012,2,0,58,0,33,0,Monroe,2012
3/26/2012,2,0,40,0,48,7,Monroe,2012
3/28/2012,2,0,33,0,15,1,Monroe,2012
3/29/2012,2,0,29,0,16,0,Monroe,2012
3/30/2012,2,0,38,0,33,9,Monroe,2012
3/31/2012,2,0,42,0,13,11,Monroe,2012
4/1/2012,3,0,35,0,34,19,Monroe,2012
4/2/2012,3,0,39,0,11,9,Monroe,2012
4/3/2012,3,0,37,0,9,0,Monroe,2012
4/4/2012,2,0,30,0,24,0,Monroe,2012
4/5/2012,2,0,43,0,22,4,Monroe,2012
4/6/2012,2,0,39,0,15,23,Monroe,2012
4/7/2012,2,0,36,0,25,7,Monroe,2012
4/8/2012,2,0,42,0,20,26,Monroe,2012
4/9/2012,2,0,44,0,10,19,Monroe,2012
4/10/2012,2,0,46,0,15,10,Monroe,2012
4/11/2012,2,0,45,0,13,6,Monroe,2012
4/12/2012,2,0,44,0,19,23,Monroe,2012
4/13/2012,2,0,31,0,30,0,Monroe,2012
4/14/2012,2,0,31,0,20,0,Monroe,2012
4/15/2012,5,0,37,0,5,6,Monroe,2012
4/16/2012,5,0,39,0,12,11,Monroe,2012
4/17/2012,2,0,58,0,20,10,Monroe,2012
4/18/2012,3,0,35,0,32,3,Monroe,2012
4/19/2012,3,0,48,0,54,0,Monroe,2012
4/20/2012,5,0,33,0,46,1,Monroe,2012
4/21/2012,5,0,33,0,10,3,Monroe,2012
4/22/2012,1,0,64,0,17,0,Monroe,2012
4/23/2012,2,0,58,0,37,3,Monroe,2012
4/24/2012,2,0,28,0,51,7,Monroe,2012
4/25/2012,3,0,31,0,10,3,Monroe,2012
4/26/2012,5,0,31,0,3,0,Monroe,2012
4/27/2012,2,0,39,0,0,1,Monroe,2012
4/28/2012,3,0,45,0,14,0,Monroe,2012
4/29/2012,3,0,40,0,24,1,Monroe,2012
4/30/2012,5,0,33,0,25,10,Monroe,2012
5/1/2012,2,0,40,0,22,16,Monroe,2012
5/2/2012,3,0,48,0,18,11,Monroe,2012
5/3/2012,3,0,44,0,24,10,Monroe,2012
5/4/2012,3,0,35,0,31,0,Monroe,2012
5/5/2012,2,0,38,0,38,9,Monroe,2012
5/6/2012,3,0,46,0,44,0,Monroe,2012
5/7/2012,2,0,47,0,51,3,Monroe,2012
5/8/2012,3,0,35,0,24,1,Monroe,2012
5/9/2012,3,0,46,0,2,0,Monroe,2012
5/10/2012,2,0,31,0,25,0,Monroe,2012
5/11/2012,2,0,22,0,22,0,Monroe,2012
5/12/2012,2,0,45,0,28,17,Monroe,2012
5/13/2012,2,0,38,0,33,26,Monroe,2012
5/14/2012,3,0,46,0,6,16,Monroe,2012
5/15/2012,3,0,90,0,18,17,Monroe,2012
5/16/2012,3,0,46,0,38,3,Monroe,2012
5/17/2012,3,0,45,0,40,30,Monroe,2012
5/18/2012,3,0,71,0,45,0,Monroe,2012
5/19/2012,5,0,45,0,44,1,Monroe,2012
5/20/2012,6,0,37,0,23,31,Monroe,2012
5/21/2012,2,0,46,0,8,19,Monroe,2012
5/22/2012,2,0,74,0,22,0,Monroe,2012
5/23/2012,2,0,87,0,40,1,Monroe,2012
5/24/2012,2,0,39,0,47,0,Monroe,2012
5/25/2012,2,0,38,0,33,0,Monroe,2012
5/26/2012,5,0,35,0,0,0,Monroe,2012
5/27/2012,5,0,50,0,0,0,Monroe,2012
5/28/2012,3,0,77,0,59,0,Monroe,2012
5/29/2012,2,0,46,0,56,1,Monroe,2012
5/30/2012,2,0,64,0,42,11,Monroe,2012
5/31/2012,2,0,90,0,46,3,Monroe,2012
6/1/2012,2,0,48,0,67,3,Monroe,2012
6/2/2012,2,0,47,0,59,3,Monroe,2012
6/3/2012,2,0,29,0,38,17,Monroe,2012
6/4/2012,2,0,35,0,2,13,Monroe,2012
6/5/2012,3,0,38,0,10,0,Monroe,2012
6/6/2012,3,0,37,0,22,0,Monroe,2012
6/7/2012,2,0,29,0,11,4,Monroe,2012
6/8/2012,2,0,36,0,5,11,Monroe,2012
6/9/2012,2,0,41,0,19,0,Monroe,2012
6/10/2012,5,0,44,0,11,1,Monroe,2012
6/11/2012,5,0,54,0,16,7,Monroe,2012
6/12/2012,2,0,58,0,33,1,Monroe,2012
6/14/2012,2,0,112,0,32,1,Monroe,2012
6/15/2012,2,0,61,0,66,7,Monroe,2012
6/16/2012,2,0,35,0,86,1,Monroe,2012
6/17/2012,2,0,24,0,23,31,Monroe,2012
6/18/2012,1,0,34,0,0,14,Monroe,2012
6/19/2012,1,0,50,0,17,0,Monroe,2012
6/20/2012,1,0,54,0,17,1,Monroe,2012
6/21/2012,2,0,49,0,31,1,Monroe,2012
6/22/2012,1,0,39,0,45,0,Monroe,2012
6/23/2012,2,0,67,0,34,0,Monroe,2012
6/24/2012,2,0,93,0,54,1,Monroe,2012
6/25/2012,2,0,105,0,60,4,Monroe,2012
6/26/2012,1,0,43,0,63,6,Monroe,2012
6/27/2012,1,0,31,0,9,7,Monroe,2012
6/28/2012,2,0,38,0,30,4,Monroe,2012
6/29/2012,2,0,26,0,24,6,Monroe,2012
6/30/2012,2,0,33,0,3,3,Monroe,2012
7/1/2012,2,0,39,0,25,24,Monroe,2012
7/2/2012,2,0,151,0,14,14,Monroe,2012
7/3/2012,2,0,80,0,52,9,Monroe,2012
7/4/2012,2,0,87,0,59,7,Monroe,2012
7/5/2012,2,0,39,0,42,3,Monroe,2012
7/6/2012,2,0,36,0,16,4,Monroe,2012
7/7/2012,2,0,49,0,32,4,Monroe,2012
7/8/2012,2,0,115,0,28,1,Monroe,2012
7/9/2012,1,0,28,0,53,19,Monroe,2012
7/10/2012,2,0,108,0,19,0,Monroe,2012
7/11/2012,3,0,32,0,46,7,Monroe,2012
7/12/2012,2,0,27,0,41,20,Monroe,2012
7/13/2012,3,0,33,0,33,30,Monroe,2012
7/14/2012,2,0,40,0,0,0,Monroe,2012
7/15/2012,2,0,44,0,9,0,Monroe,2012
7/16/2012,2,0,87,0,33,4,Monroe,2012
7/17/2012,2,0,115,0,30,0,Monroe,2012
7/18/2012,3,0,101,0,58,13,Monroe,2012
7/19/2012,5,0,61,0,62,4,Monroe,2012
7/20/2012,2,0,50,0,29,0,Monroe,2012
7/21/2012,2,0,90,0,36,10,Monroe,2012
7/22/2012,2,0,30,0,54,6,Monroe,2012
7/23/2012,2,0,31,0,38,0,Monroe,2012
7/24/2012,2,0,33,0,20,0,Monroe,2012
7/25/2012,2,0,45,0,34,0,Monroe,2012
7/26/2012,2,0,74,0,19,3,Monroe,2012
7/27/2012,2,0,101,0,37,4,Monroe,2012
7/28/2012,3,0,39,0,62,3,Monroe,2012
7/29/2012,3,0,33,0,21,4,Monroe,2012
7/30/2012,3,0,61,0,7,6,Monroe,2012
7/31/2012,2,0,41,0,33,0,Monroe,2012
8/1/2012,2,0,37,0,19,0,Monroe,2012
8/2/2012,2,0,34,0,32,0,Monroe,2012
8/3/2012,2,0,47,0,30,0,Monroe,2012
8/4/2012,2,0,46,0,27,1,Monroe,2012
8/5/2012,2,0,40,0,44,4,Monroe,2012
8/6/2012,3,0,46,0,34,9,Monroe,2012
8/7/2012,2,0,97,0,25,3,Monroe,2012
8/8/2012,2,0,61,0,51,4,Monroe,2012
8/9/2012,2,0,48,0,67,0,Monroe,2012
8/10/2012,2,0,27,0,28,1,Monroe,2012
8/11/2012,2,0,71,0,0,17,Monroe,2012
8/12/2012,2,0,108,0,35,1,Monroe,2012
8/13/2012,3,0,44,0,51,3,Monroe,2012
8/14/2012,3,0,39,0,40,1,Monroe,2012
8/15/2012,3,0,35,0,37,0,Monroe,2012
8/16/2012,3,0,31,0,13,0,Monroe,2012
8/17/2012,3,0,35,0,15,0,Monroe,2012
8/18/2012,3,0,42,0,35,1,Monroe,2012
8/19/2012,3,0,48,0,36,1,Monroe,2012
8/20/2012,3,0,47,0,32,3,Monroe,2012
8/22/2012,3,0,40,0,53,0,Monroe,2012
8/23/2012,3,0,34,0,16,3,Monroe,2012
8/24/2012,3,0,35,0,7,9,Monroe,2012
8/25/2012,2,0,36,0,18,0,Monroe,2012
8/26/2012,2,0,38,0,16,1,Monroe,2012
8/27/2012,2,0,50,0,19,6,Monroe,2012
8/28/2012,2,0,87,0,62,1,Monroe,2012
8/29/2012,3,0,112,0,52,1,Monroe,2012
8/30/2012,3,0,112,0,55,1,Monroe,2012
8/31/2012,2,0,44,0,66,1,Monroe,2012
9/1/2012,3,0,32,0,31,0,Monroe,2012
9/2/2012,3,0,31,0,26,1,Monroe,2012
9/3/2012,3,0,32,0,49,19,Monroe,2012
9/4/2012,2,0,38,0,1,17,Monroe,2012
9/5/2012,2,0,133,0,12,1,Monroe,2012
9/6/2012,3,0,29,0,52,4,Monroe,2012
9/7/2012,5,0,37,0,0,19,Monroe,2012
9/8/2012,2,0,40,0,0,0,Monroe,2012
9/9/2012,2,0,32,0,48,0,Monroe,2012
9/10/2012,2,0,44,0,0,0,Monroe,2012
9/11/2012,8,0,45,0,0,0,Monroe,2012
9/12/2012,7,0,44,0,39,11,Monroe,2012
9/13/2012,5,0,36,0,0,0,Monroe,2012
9/14/2012,5,0,24,0,0,13,Monroe,2012
9/15/2012,3,0,27,0,16,6,Monroe,2012
9/16/2012,3,0,37,0,0,4,Monroe,2012
9/17/2012,2,0,49,0,0,1,Monroe,2012
9/18/2012,2,0,71,0,39,3,Monroe,2012
9/19/2012,2,0,44,0,0,3,Monroe,2012
11/2/2012,1,0,27,0,38,3,Monroe,2012
11/3/2012,2,0,38,0,18,7,Monroe,2012
11/4/2012,2,0,44,0,18,1,Monroe,2012
11/5/2012,2,0,23,0,29,0,Monroe,2012
11/6/2012,2,0,37,0,23,0,Monroe,2012
11/7/2012,3,0,31,0,4,1,Monroe,2012
11/8/2012,3,0,32,0,8,0,Monroe,2012
11/9/2012,3,0,26,0,40,4,Monroe,2012
11/10/2012,5,0,27,0,13,0,Monroe,2012
11/11/2012,6,0,37,0,3,0,Monroe,2012
11/12/2012,5,0,24,0,40,0,Monroe,2012
11/13/2012,3,0,16,0,22,3,Monroe,2012
11/14/2012,6,0,22,0,21,0,Monroe,2012
11/15/2012,8,0,18,0,11,7,Monroe,2012
11/16/2012,7,0,23,0,7,0,Monroe,2012
11/17/2012,7,0,13,0,14,0,Monroe,2012
11/18/2012,8,0,14,0,45,7,Monroe,2012
11/19/2012,7,0,48,0,11,0,Monroe,2012
11/20/2012,8,0,38,0,31,0,Monroe,2012
11/21/2012,10,0,26,0,44,1,Monroe,2012
11/22/2012,8,0,21,0,37,1,Monroe,2012
11/23/2012,8,0,20,0,42,1,Monroe,2012
11/24/2012,2,0,28,0,24,0,Monroe,2012
11/25/2012,3,0,26,0,5,0,Monroe,2012
11/26/2012,3,0,29,0,18,0,Monroe,2012
