Date,CO AQI Value,NO2 AQI Value,Ozone AQI Value,PM10 AQI Value,PM205 AQI Value,SO2 AQI Value,Target,Year
5/27/2010,6,0,64,0,65,0,Manhattan,2010
5/28/2010,6,0,44,0,35,0,Manhattan,2010
5/29/2010,7,0,30,0,37,0,Manhattan,2010
5/30/2010,7,0,25,0,51,0,Manhattan,2010
5/31/2010,7,0,37,0,37,0,Manhattan,2010
6/1/2010,7,0,33,0,69,0,Manhattan,2010
6/2/2010,6,0,30,0,62,0,Manhattan,2010
6/3/2010,7,0,39,0,49,0,Manhattan,2010
6/4/2010,7,0,37,0,65,0,Manhattan,2010
6/5/2010,7,0,18,0,65,0,Manhattan,2010
6/6/2010,5,0,34,0,66,0,Manhattan,2010
6/7/2010,3,0,29,0,42,0,Manhattan,2010
6/8/2010,3,0,26,0,26,0,Manhattan,2010
6/9/2010,6,0,42,0,15,0,Manhattan,2010
6/10/2010,6,0,61,0,31,0,Manhattan,2010
6/11/2010,5,0,64,0,49,0,Manhattan,2010
6/12/2010,8,0,33,0,23,0,Manhattan,2010
6/13/2010,8,0,38,0,53,0,Manhattan,2010
6/14/2010,10,0,46,0,61,0,Manhattan,2010
6/15/2010,9,0,67,0,70,0,Manhattan,2010
6/16/2010,6,0,61,0,33,0,Manhattan,2010
6/17/2010,6,0,87,0,45,0,Manhattan,2010
6/18/2010,6,0,115,0,23,0,Manhattan,2010
6/19/2010,7,0,50,0,56,0,Manhattan,2010
6/20/2010,6,0,45,0,54,0,Manhattan,2010
6/21/2010,5,0,37,0,61,0,Manhattan,2010
6/22/2010,6,0,23,0,25,0,Manhattan,2010
6/23/2010,6,0,33,0,64,0,Manhattan,2010
6/24/2010,6,0,49,0,60,0,Manhattan,2010
6/25/2010,5,0,105,0,60,0,Manhattan,2010
6/26/2010,6,0,115,0,37,0,Manhattan,2010
6/27/2010,7,0,112,0,70,0,Manhattan,2010
6/28/2010,5,0,105,0,91,0,Manhattan,2010
6/29/2010,5,0,35,0,72,0,Manhattan,2010
6/30/2010,3,0,21,0,38,0,Manhattan,2010
7/1/2010,3,0,37,0,14,0,Manhattan,2010
7/2/2010,3,0,48,0,22,0,Manhattan,2010
7/3/2010,5,0,77,0,14,0,Manhattan,2010
7/4/2010,6,0,24,0,35,0,Manhattan,2010
7/5/2010,8,0,24,0,70,0,Manhattan,2010
7/6/2010,8,0,48,0,79,0,Manhattan,2010
7/7/2010,7,0,93,0,77,0,Manhattan,2010
7/8/2010,7,0,84,0,87,0,Manhattan,2010
7/9/2010,5,0,67,0,71,0,Manhattan,2010
7/10/2010,5,0,74,0,13,0,Manhattan,2010
7/11/2010,5,0,54,0,30,0,Manhattan,2010
7/12/2010,6,0,87,0,37,0,Manhattan,2010
7/13/2010,6,0,34,0,53,0,Manhattan,2010
7/14/2010,5,0,31,0,55,0,Manhattan,2010
7/15/2010,5,0,61,0,41,0,Manhattan,2010
7/16/2010,5,0,39,0,34,0,Manhattan,2010
7/17/2010,3,0,26,0,82,0,Manhattan,2010
7/18/2010,5,0,54,0,67,0,Manhattan,2010
7/19/2010,5,0,100,0,68,0,Manhattan,2010
7/20/2010,3,0,38,0,68,0,Manhattan,2010
7/21/2010,3,0,36,0,48,0,Manhattan,2010
7/22/2010,3,0,61,0,60,0,Manhattan,2010
7/23/2010,7,0,46,0,44,0,Manhattan,2010
7/24/2010,6,0,40,0,62,0,Manhattan,2010
7/25/2010,3,0,30,0,63,0,Manhattan,2010
7/26/2010,2,0,44,0,45,0,Manhattan,2010
7/27/2010,3,0,64,0,13,0,Manhattan,2010
7/28/2010,5,0,36,0,39,0,Manhattan,2010
7/30/2010,0,0,64,0,71,0,Manhattan,2010
8/3/2010,5,0,49,0,46,0,Manhattan,2010
8/4/2010,6,0,71,0,39,0,Manhattan,2010
8/5/2010,6,0,71,0,37,0,Manhattan,2010
8/6/2010,5,0,54,0,45,0,Manhattan,2010
8/7/2010,6,0,28,0,36,0,Manhattan,2010
8/8/2010,6,0,27,0,31,0,Manhattan,2010
8/9/2010,6,0,27,0,60,0,Manhattan,2010
8/10/2010,7,0,27,0,76,0,Manhattan,2010
8/11/2010,7,0,25,0,60,0,Manhattan,2010
8/12/2010,6,0,97,0,34,0,Manhattan,2010
8/13/2010,3,0,43,0,45,0,Manhattan,2010
8/14/2010,3,0,97,0,72,0,Manhattan,2010
8/15/2010,5,0,45,0,89,0,Manhattan,2010
8/16/2010,8,0,42,0,64,0,Manhattan,2010
8/17/2010,8,0,44,0,50,0,Manhattan,2010
8/18/2010,6,0,29,0,11,0,Manhattan,2010
8/19/2010,6,0,21,0,11,0,Manhattan,2010
8/20/2010,6,0,13,0,26,0,Manhattan,2010
8/21/2010,6,0,31,0,59,0,Manhattan,2010
8/22/2010,6,0,22,0,58,0,Manhattan,2010
8/23/2010,5,0,40,0,60,0,Manhattan,2010
8/24/2010,3,0,71,0,63,0,Manhattan,2010
8/25/2010,5,0,119,0,61,0,Manhattan,2010
8/26/2010,5,0,58,0,42,0,Manhattan,2010
8/27/2010,5,0,34,0,46,0,Manhattan,2010
8/28/2010,6,0,35,0,14,0,Manhattan,2010
9/1/2010,7,0,37,0,20,0,Manhattan,2010
9/2/2010,7,0,48,0,22,0,Manhattan,2010
9/3/2010,6,0,44,0,29,0,Manhattan,2010
9/4/2010,6,0,19,0,27,0,Manhattan,2010
9/5/2010,3,0,13,0,40,0,Manhattan,2010
9/6/2010,5,0,32,0,54,0,Manhattan,2010
9/7/2010,6,0,19,0,63,0,Manhattan,2010
9/9/2010,3,0,27,0,73,0,Manhattan,2010
9/10/2010,3,0,29,0,86,0,Manhattan,2010
9/11/2010,5,0,24,0,83,0,Manhattan,2010
9/12/2010,5,0,26,0,48,0,Manhattan,2010
9/13/2010,6,0,20,0,29,0,Manhattan,2010
9/14/2010,7,0,24,0,30,0,Manhattan,2010
9/15/2010,3,0,42,0,41,0,Manhattan,2010
9/16/2010,7,0,28,0,68,0,Manhattan,2010
9/17/2010,6,0,21,0,47,0,Manhattan,2010
9/18/2010,5,0,43,0,8,0,Manhattan,2010
9/19/2010,6,0,31,0,8,0,Manhattan,2010
9/20/2010,6,0,41,0,25,0,Manhattan,2010
9/21/2010,5,0,58,0,10,0,Manhattan,2010
9/22/2010,8,0,28,0,33,0,Manhattan,2010
9/23/2010,6,0,17,0,54,0,Manhattan,2010
9/24/2010,9,0,18,0,18,0,Manhattan,2010
9/25/2010,8,0,28,0,49,0,Manhattan,2010
9/26/2010,5,0,18,0,51,0,Manhattan,2010
9/27/2010,7,0,25,0,19,0,Manhattan,2010
9/28/2010,6,0,27,0,34,0,Manhattan,2010
9/29/2010,6,0,23,0,31,0,Manhattan,2010
9/30/2010,7,0,14,0,28,0,Manhattan,2010
10/1/2010,3,0,10,0,60,0,Manhattan,2010
10/2/2010,5,0,21,0,51,0,Manhattan,2010
10/3/2010,5,0,31,0,82,0,Manhattan,2010
10/4/2010,3,0,30,0,62,0,Manhattan,2010
10/5/2010,5,0,28,0,32,0,Manhattan,2010
10/6/2010,5,0,33,0,21,0,Manhattan,2010
10/7/2010,3,0,38,0,29,0,Manhattan,2010
10/8/2010,5,0,23,0,52,0,Manhattan,2010
10/9/2010,5,0,27,0,42,0,Manhattan,2010
10/10/2010,5,0,26,0,14,0,Manhattan,2010
10/11/2010,6,0,25,0,24,0,Manhattan,2010
10/12/2010,6,0,24,0,18,0,Manhattan,2010
10/13/2010,6,0,38,0,23,0,Manhattan,2010
10/14/2010,7,0,23,0,35,0,Manhattan,2010
10/15/2010,5,0,17,0,23,0,Manhattan,2010
10/16/2010,2,0,16,0,35,0,Manhattan,2010
10/17/2010,3,0,27,0,33,0,Manhattan,2010
10/18/2010,3,0,24,0,30,0,Manhattan,2010
10/19/2010,6,0,20,0,34,0,Manhattan,2010
10/20/2010,6,0,18,0,63,0,Manhattan,2010
10/21/2010,5,0,16,0,44,0,Manhattan,2010
10/22/2010,3,0,17,0,28,0,Manhattan,2010
10/23/2010,6,0,12,0,43,0,Manhattan,2010
10/24/2010,8,0,29,0,13,0,Manhattan,2010
10/25/2010,9,0,21,0,18,0,Manhattan,2010
10/26/2010,7,0,19,0,37,0,Manhattan,2010
10/27/2010,7,0,21,0,33,0,Manhattan,2010
10/28/2010,7,0,18,0,44,0,Manhattan,2010
10/29/2010,5,0,20,0,58,0,Manhattan,2010
10/30/2010,5,0,16,0,45,0,Manhattan,2010
10/31/2010,5,0,9,0,31,0,Manhattan,2010
11/1/2010,5,0,13,0,52,0,Manhattan,2010
11/2/2010,7,0,13,0,65,0,Manhattan,2010
11/3/2010,8,0,19,0,62,0,Manhattan,2010
11/4/2010,7,0,20,0,50,0,Manhattan,2010
11/5/2010,6,0,15,0,51,0,Manhattan,2010
11/6/2010,6,0,16,0,43,0,Manhattan,2010
11/7/2010,7,0,17,0,23,0,Manhattan,2010
11/8/2010,7,0,16,0,38,0,Manhattan,2010
11/9/2010,7,0,15,0,43,0,Manhattan,2010
11/10/2010,6,0,11,0,28,0,Manhattan,2010
11/11/2010,3,0,8,0,41,0,Manhattan,2010
11/12/2010,5,0,26,0,46,0,Manhattan,2010
11/13/2010,9,0,27,0,39,0,Manhattan,2010
11/14/2010,9,0,19,0,43,0,Manhattan,2010
11/15/2010,6,0,30,0,38,0,Manhattan,2010
11/16/2010,7,0,30,0,33,0,Manhattan,2010
11/17/2010,5,0,11,0,29,0,Manhattan,2010
11/18/2010,5,0,10,0,41,0,Manhattan,2010
11/19/2010,6,0,19,0,48,0,Manhattan,2010
11/20/2010,6,0,22,0,54,0,Manhattan,2010
11/21/2010,5,0,21,0,54,0,Manhattan,2010
11/22/2010,7,0,26,0,62,0,Manhattan,2010
12/4/2010,3,0,27,0,68,0,Manhattan,2010
12/5/2010,5,0,22,0,57,0,Manhattan,2010
12/6/2010,5,0,9,0,55,0,Manhattan,2010
12/7/2010,5,0,6,0,28,0,Manhattan,2010
12/8/2010,3,0,28,0,52,0,Manhattan,2010
12/9/2010,3,0,22,0,34,0,Manhattan,2010
12/10/2010,7,0,22,0,61,0,Manhattan,2010
12/11/2010,8,0,23,0,46,0,Manhattan,2010
12/12/2010,7,0,13,0,74,0,Manhattan,2010
12/13/2010,3,0,14,0,71,0,Manhattan,2010
12/14/2010,5,0,14,0,30,0,Manhattan,2010
12/15/2010,3,0,14,0,49,0,Manhattan,2010
12/16/2010,5,0,17,0,45,0,Manhattan,2010
12/17/2010,5,0,19,0,51,0,Manhattan,2010
12/18/2010,5,0,19,0,57,0,Manhattan,2010
12/19/2010,6,0,19,0,72,0,Manhattan,2010
12/20/2010,6,0,17,0,55,0,Manhattan,2010
12/21/2010,6,0,19,0,28,0,Manhattan,2010
12/22/2010,6,0,25,0,50,0,Manhattan,2010
12/23/2010,6,0,32,0,50,0,Manhattan,2010
12/24/2010,6,0,23,0,49,0,Manhattan,2010
12/25/2010,5,0,17,0,39,0,Manhattan,2010
12/26/2010,6,0,6,0,41,0,Manhattan,2010
12/27/2010,8,0,5,0,45,0,Manhattan,2010
12/28/2010,8,0,11,0,52,0,Manhattan,2010
12/29/2010,7,0,10,0,53,0,Manhattan,2010
12/30/2010,8,0,19,0,68,0,Manhattan,2010
12/31/2010,8,0,22,0,80,0,Manhattan,2010
1/1/2010,8,43,19,0,83,20,Queens,2010
1/2/2010,3,17,20,0,44,13,Queens,2010
1/3/2010,2,21,21,0,47,11,Queens,2010
1/4/2010,3,28,17,0,51,16,Queens,2010
1/5/2010,3,30,18,0,46,19,Queens,2010
1/6/2010,3,25,20,0,45,16,Queens,2010
1/7/2010,3,27,19,0,51,14,Queens,2010
1/8/2010,5,33,22,0,58,17,Queens,2010
1/9/2010,3,21,24,0,43,11,Queens,2010
1/10/2010,5,34,23,0,53,13,Queens,2010
1/11/2010,6,42,12,0,58,24,Queens,2010
1/12/2010,6,35,23,0,59,20,Queens,2010
1/13/2010,7,41,20,0,59,26,Queens,2010
1/14/2010,10,47,6,0,85,33,Queens,2010
1/15/2010,10,48,18,0,81,36,Queens,2010
1/16/2010,8,46,19,0,66,31,Queens,2010
1/17/2010,15,52,26,0,70,31,Queens,2010
1/18/2010,6,39,20,0,40,13,Queens,2010
1/19/2010,10,47,3,0,70,26,Queens,2010
1/20/2010,7,36,19,0,57,16,Queens,2010
1/21/2010,11,57,18,0,54,21,Queens,2010
1/22/2010,14,50,21,0,52,24,Queens,2010
1/23/2010,9,46,19,0,51,17,Queens,2010
1/24/2010,10,46,31,0,54,21,Queens,2010
1/25/2010,8,42,33,0,21,9,Queens,2010
1/26/2010,7,25,13,0,20,11,Queens,2010
1/27/2010,6,0,29,0,39,0,Queens,2010
1/28/2010,8,0,26,0,56,0,Queens,2010
1/29/2010,6,23,26,0,39,9,Queens,2010
1/30/2010,7,23,21,0,38,13,Queens,2010
1/31/2010,7,35,23,0,47,17,Queens,2010
2/1/2010,3,38,16,0,58,17,Queens,2010
2/2/2010,3,46,21,0,54,17,Queens,2010
2/3/2010,5,42,24,0,66,20,Queens,2010
2/4/2010,3,38,28,0,47,14,Queens,2010
2/5/2010,5,45,31,0,55,20,Queens,2010
2/6/2010,3,21,29,0,33,7,Queens,2010
2/7/2010,2,19,29,0,38,10,Queens,2010
2/8/2010,3,31,18,0,32,10,Queens,2010
2/9/2010,5,43,23,0,46,13,Queens,2010
2/10/2010,5,37,29,0,37,7,Queens,2010
2/11/2010,2,25,31,0,40,11,Queens,2010
2/12/2010,3,31,31,0,52,13,Queens,2010
2/13/2010,3,26,32,0,37,13,Queens,2010
2/14/2010,3,28,30,0,38,7,Queens,2010
2/15/2010,3,35,21,0,53,14,Queens,2010
2/16/2010,6,35,21,0,58,17,Queens,2010
2/17/2010,5,40,32,0,45,13,Queens,2010
2/18/2010,3,28,38,0,39,9,Queens,2010
2/19/2010,3,22,26,0,35,6,Queens,2010
2/20/2010,3,23,27,0,40,10,Queens,2010
2/21/2010,2,28,22,0,35,9,Queens,2010
2/22/2010,2,38,6,0,48,11,Queens,2010
2/23/2010,1,22,17,0,19,1,Queens,2010
2/24/2010,3,33,18,0,35,11,Queens,2010
2/25/2010,8,33,22,0,38,9,Queens,2010
2/26/2010,3,33,29,0,44,11,Queens,2010
2/27/2010,5,40,29,0,54,19,Queens,2010
2/28/2010,7,42,31,0,73,26,Queens,2010
3/1/2010,3,27,33,0,36,13,Queens,2010
3/2/2010,3,47,31,0,30,27,Queens,2010
3/3/2010,2,26,36,0,22,7,Queens,2010
3/4/2010,1,27,47,0,29,7,Queens,2010
3/5/2010,1,26,41,0,25,7,Queens,2010
3/6/2010,2,30,40,0,33,11,Queens,2010
3/7/2010,3,33,29,0,44,9,Queens,2010
3/8/2010,3,42,32,0,44,14,Queens,2010
3/9/2010,6,57,39,0,45,13,Queens,2010
3/10/2010,9,61,39,0,53,14,Queens,2010
3/11/2010,3,36,38,0,49,7,Queens,2010
3/12/2010,2,22,39,0,29,1,Queens,2010
3/13/2010,1,9,39,0,9,0,Queens,2010
3/14/2010,3,9,31,0,11,11,Queens,2010
3/15/2010,3,13,38,0,14,0,Queens,2010
3/16/2010,5,61,44,0,30,11,Queens,2010
3/17/2010,9,87,54,0,56,33,Queens,2010
3/18/2010,10,77,49,0,61,50,Queens,2010
3/19/2010,19,102,33,0,70,31,Queens,2010
3/20/2010,5,55,27,0,63,17,Queens,2010
3/21/2010,5,50,39,0,66,7,Queens,2010
3/22/2010,5,0,34,0,41,6,Queens,2010
3/23/2010,5,37,31,0,37,4,Queens,2010
3/24/2010,5,50,34,0,16,4,Queens,2010
3/25/2010,8,55,36,0,51,27,Queens,2010
3/26/2010,3,19,33,0,24,3,Queens,2010
3/27/2010,2,21,19,0,24,4,Queens,2010
3/28/2010,2,17,19,0,24,3,Queens,2010
3/29/2010,5,43,22,0,30,3,Queens,2010
3/30/2010,3,25,40,0,10,4,Queens,2010
3/31/2010,3,27,27,0,11,4,Queens,2010
4/1/2010,5,40,44,0,26,6,Queens,2010
4/2/2010,7,38,48,0,41,16,Queens,2010
4/3/2010,3,40,43,0,26,13,Queens,2010
4/4/2010,7,64,31,0,44,16,Queens,2010
4/5/2010,13,56,38,0,57,9,Queens,2010
4/6/2010,11,55,48,0,82,10,Queens,2010
4/7/2010,5,64,40,0,66,13,Queens,2010
4/8/2010,5,61,24,0,73,9,Queens,2010
4/9/2010,3,38,40,0,36,1,Queens,2010
4/10/2010,5,25,42,0,19,3,Queens,2010
4/11/2010,5,25,36,0,47,7,Queens,2010
4/12/2010,6,67,26,0,28,11,Queens,2010
4/13/2010,6,49,23,0,27,10,Queens,2010
4/14/2010,8,51,31,0,45,23,Queens,2010
4/15/2010,6,50,34,0,40,11,Queens,2010
4/16/2010,5,17,41,0,30,3,Queens,2010
4/17/2010,5,24,25,0,31,6,Queens,2010
4/18/2010,5,15,31,0,20,1,Queens,2010
4/19/2010,6,43,44,0,24,7,Queens,2010
4/20/2010,7,46,37,0,26,10,Queens,2010
4/21/2010,7,46,32,0,51,14,Queens,2010
4/22/2010,7,43,37,0,55,3,Queens,2010
4/23/2010,5,33,35,0,36,4,Queens,2010
4/24/2010,5,0,40,0,23,7,Queens,2010
4/25/2010,5,0,42,0,20,1,Queens,2010
4/26/2010,5,0,45,0,14,1,Queens,2010
4/27/2010,6,40,14,0,27,10,Queens,2010
4/28/2010,5,22,10,0,23,7,Queens,2010
4/29/2010,5,45,35,0,25,7,Queens,2010
4/30/2010,8,65,37,0,53,7,Queens,2010
5/1/2010,8,56,40,0,78,10,Queens,2010
5/2/2010,9,47,20,0,75,1,Queens,2010
5/3/2010,9,34,35,0,57,0,Queens,2010
5/4/2010,9,44,32,0,52,1,Queens,2010
5/5/2010,8,45,38,0,53,1,Queens,2010
5/6/2010,6,33,21,0,40,1,Queens,2010
5/7/2010,5,21,21,0,21,1,Queens,2010
5/8/2010,5,34,24,0,28,0,Queens,2010
5/9/2010,3,9,25,0,17,0,Queens,2010
5/10/2010,3,22,35,0,18,4,Queens,2010
5/11/2010,5,38,30,0,36,4,Queens,2010
5/12/2010,5,31,19,0,20,0,Queens,2010
5/13/2010,5,29,23,0,26,3,Queens,2010
5/14/2010,7,39,18,0,57,0,Queens,2010
5/15/2010,7,21,15,0,26,0,Queens,2010
5/16/2010,7,34,34,0,20,1,Queens,2010
5/17/2010,9,44,43,0,52,6,Queens,2010
5/18/2010,6,38,87,0,20,0,Queens,2010
5/19/2010,6,30,40,0,27,1,Queens,2010
5/20/2010,7,44,64,0,51,1,Queens,2010
5/21/2010,9,47,77,0,62,1,Queens,2010
5/22/2010,6,17,93,0,44,0,Queens,2010
5/23/2010,5,18,67,0,56,0,Queens,2010
5/24/2010,6,31,44,0,36,0,Queens,2010
5/25/2010,7,36,34,0,38,0,Queens,2010
5/26/2010,6,38,31,0,60,0,Queens,2010
5/27/2010,5,19,44,0,38,0,Queens,2010
5/28/2010,5,28,42,0,20,1,Queens,2010
5/29/2010,6,37,34,0,33,3,Queens,2010
5/30/2010,6,40,44,0,41,6,Queens,2010
5/31/2010,7,40,40,0,63,11,Queens,2010
6/1/2010,6,44,25,0,54,7,Queens,2010
6/2/2010,6,37,41,0,48,4,Queens,2010
6/3/2010,5,25,34,0,56,3,Queens,2010
6/4/2010,5,35,29,0,62,4,Queens,2010
6/5/2010,5,20,46,0,63,11,Queens,2010
6/6/2010,3,9,50,0,47,4,Queens,2010
6/7/2010,2,20,54,0,18,3,Queens,2010
6/8/2010,2,33,44,0,18,4,Queens,2010
6/9/2010,7,33,46,0,28,3,Queens,2010
6/10/2010,5,46,50,0,48,4,Queens,2010
6/11/2010,5,29,58,0,18,11,Queens,2010
6/12/2010,3,25,64,0,35,1,Queens,2010
6/13/2010,5,23,100,0,54,3,Queens,2010
6/14/2010,7,39,97,0,59,4,Queens,2010
6/15/2010,8,39,61,0,36,4,Queens,2010
6/16/2010,5,34,49,0,40,4,Queens,2010
6/17/2010,3,24,40,0,30,6,Queens,2010
6/18/2010,3,28,27,0,51,11,Queens,2010
6/19/2010,3,29,36,0,47,3,Queens,2010
6/20/2010,3,28,87,0,59,6,Queens,2010
6/21/2010,2,31,119,0,33,6,Queens,2010
6/22/2010,3,25,166,0,52,1,Queens,2010
6/23/2010,3,45,169,0,59,7,Queens,2010
6/24/2010,3,39,101,0,62,11,Queens,2010
6/25/2010,2,27,34,0,29,3,Queens,2010
6/26/2010,5,36,19,0,70,14,Queens,2010
6/27/2010,3,47,35,0,87,6,Queens,2010
6/28/2010,3,35,77,0,70,10,Queens,2010
6/29/2010,3,33,80,0,46,6,Queens,2010
6/30/2010,2,22,25,0,18,3,Queens,2010
7/1/2010,2,24,33,0,19,4,Queens,2010
7/2/2010,3,46,48,0,22,4,Queens,2010
7/3/2010,5,53,48,0,37,7,Queens,2010
7/4/2010,6,42,87,0,66,11,Queens,2010
7/5/2010,7,71,77,0,78,7,Queens,2010
7/6/2010,10,71,93,0,78,7,Queens,2010
7/7/2010,6,37,49,0,80,3,Queens,2010
7/8/2010,5,16,112,0,60,0,Queens,2010
7/9/2010,2,13,37,0,17,1,Queens,2010
7/10/2010,2,18,43,0,19,3,Queens,2010
7/11/2010,3,20,87,0,36,1,Queens,2010
7/12/2010,5,42,44,0,53,13,Queens,2010
7/13/2010,2,24,30,0,43,3,Queens,2010
7/14/2010,3,0,51,0,34,1,Queens,2010
7/15/2010,2,20,71,0,29,1,Queens,2010
7/16/2010,2,21,42,0,70,4,Queens,2010
7/17/2010,2,20,46,0,68,11,Queens,2010
7/18/2010,3,32,67,0,68,10,Queens,2010
7/19/2010,5,39,51,0,60,4,Queens,2010
7/20/2010,5,31,41,0,47,4,Queens,2010
7/21/2010,6,37,34,0,61,10,Queens,2010
7/22/2010,3,21,42,0,30,1,Queens,2010
7/23/2010,5,32,80,0,59,3,Queens,2010
7/24/2010,5,21,44,0,62,7,Queens,2010
7/25/2010,6,20,54,0,38,4,Queens,2010
7/26/2010,5,21,46,0,23,3,Queens,2010
7/27/2010,6,42,54,0,38,4,Queens,2010
7/28/2010,7,40,112,0,61,7,Queens,2010
7/29/2010,6,31,71,0,47,7,Queens,2010
7/30/2010,5,44,26,0,44,3,Queens,2010
7/31/2010,5,38,27,0,26,3,Queens,2010
8/1/2010,5,23,28,0,37,1,Queens,2010
8/2/2010,5,28,30,0,25,1,Queens,2010
8/3/2010,2,19,87,0,16,3,Queens,2010
8/4/2010,2,22,48,0,46,3,Queens,2010
8/5/2010,2,29,93,0,71,9,Queens,2010
8/6/2010,1,28,61,0,57,13,Queens,2010
8/7/2010,3,31,46,0,30,4,Queens,2010
8/8/2010,2,11,44,0,35,1,Queens,2010
8/9/2010,2,25,30,0,67,6,Queens,2010
8/10/2010,2,45,26,0,86,10,Queens,2010
8/11/2010,5,61,18,0,66,10,Queens,2010
8/12/2010,2,24,38,0,43,0,Queens,2010
8/13/2010,3,11,23,0,7,1,Queens,2010
8/14/2010,5,23,43,0,17,1,Queens,2010
8/15/2010,3,19,71,0,24,1,Queens,2010
8/16/2010,3,27,105,0,35,1,Queens,2010
8/17/2010,3,37,90,0,60,10,Queens,2010
8/18/2010,0,39,151,0,49,9,Queens,2010
8/19/2010,0,37,67,0,56,3,Queens,2010
8/20/2010,3,54,29,0,58,10,Queens,2010
8/21/2010,5,12,36,0,32,1,Queens,2010
8/22/2010,5,13,40,0,44,0,Queens,2010
8/23/2010,3,26,46,0,15,0,Queens,2010
8/24/2010,2,8,46,0,13,0,Queens,2010
8/25/2010,3,25,64,0,15,1,Queens,2010
8/26/2010,3,24,19,0,28,4,Queens,2010
8/27/2010,2,25,14,0,19,3,Queens,2010
8/28/2010,5,56,40,0,35,7,Queens,2010
8/29/2010,5,60,19,0,51,10,Queens,2010
8/30/2010,7,68,26,0,63,7,Queens,2010
8/31/2010,9,61,31,0,71,6,Queens,2010
9/1/2010,7,61,29,0,82,7,Queens,2010
9/2/2010,5,39,34,0,77,7,Queens,2010
9/3/2010,5,28,21,0,35,3,Queens,2010
9/4/2010,5,27,29,0,30,6,Queens,2010
9/5/2010,3,25,47,0,21,4,Queens,2010
9/6/2010,6,29,29,0,26,4,Queens,2010
9/7/2010,5,19,32,0,41,3,Queens,2010
9/8/2010,5,22,47,0,41,6,Queens,2010
9/9/2010,3,12,36,0,13,3,Queens,2010
9/10/2010,3,15,41,0,13,0,Queens,2010
9/11/2010,3,21,67,0,23,3,Queens,2010
9/12/2010,5,15,28,0,12,0,Queens,2010
9/13/2010,6,39,15,0,30,3,Queens,2010
9/14/2010,8,51,18,0,51,6,Queens,2010
9/15/2010,5,34,26,0,21,3,Queens,2010
9/16/2010,5,27,17,0,33,4,Queens,2010
9/17/2010,5,39,21,0,34,6,Queens,2010
9/18/2010,3,20,24,0,14,1,Queens,2010
9/19/2010,5,35,22,0,30,16,Queens,2010
9/20/2010,3,24,17,0,21,3,Queens,2010
9/21/2010,3,37,12,0,18,6,Queens,2010
9/22/2010,5,54,21,0,54,4,Queens,2010
9/23/2010,5,34,30,0,45,3,Queens,2010
9/24/2010,5,24,25,0,73,3,Queens,2010
9/25/2010,5,25,31,0,59,6,Queens,2010
9/26/2010,3,9,36,0,20,1,Queens,2010
9/27/2010,5,18,40,0,15,0,Queens,2010
9/28/2010,5,14,22,0,20,1,Queens,2010
9/29/2010,6,41,24,0,46,4,Queens,2010
9/30/2010,6,19,30,0,37,1,Queens,2010
10/1/2010,5,23,21,0,14,0,Queens,2010
10/2/2010,5,29,23,0,17,1,Queens,2010
10/3/2010,5,5,37,0,14,0,Queens,2010
10/4/2010,5,12,21,0,15,0,Queens,2010
10/5/2010,6,20,23,0,15,3,Queens,2010
10/6/2010,6,20,25,0,23,3,Queens,2010
10/7/2010,5,36,19,0,38,7,Queens,2010
10/8/2010,5,34,25,0,26,4,Queens,2010
10/9/2010,6,42,24,0,42,6,Queens,2010
10/10/2010,6,38,21,0,25,11,Queens,2010
10/11/2010,7,47,4,0,61,7,Queens,2010
10/12/2010,7,40,31,0,40,7,Queens,2010
10/13/2010,7,42,23,0,18,4,Queens,2010
10/14/2010,13,43,24,0,32,7,Queens,2010
10/15/2010,6,16,28,0,8,1,Queens,2010
10/16/2010,5,12,19,0,21,1,Queens,2010
10/17/2010,7,31,20,0,63,11,Queens,2010
10/18/2010,6,29,21,0,22,4,Queens,2010
10/19/2010,7,38,19,0,34,9,Queens,2010
10/20/2010,11,48,12,0,56,26,Queens,2010
10/21/2010,6,27,17,0,41,4,Queens,2010
10/22/2010,6,29,23,0,23,6,Queens,2010
10/23/2010,7,42,20,0,43,13,Queens,2010
10/24/2010,8,40,15,0,59,9,Queens,2010
10/25/2010,9,37,19,0,48,7,Queens,2010
10/26/2010,5,28,23,0,32,3,Queens,2010
10/27/2010,7,27,25,0,44,3,Queens,2010
10/28/2010,7,24,30,0,34,4,Queens,2010
10/29/2010,3,20,19,0,24,4,Queens,2010
10/30/2010,6,26,11,0,24,9,Queens,2010
10/31/2010,5,26,32,0,43,13,Queens,2010
11/1/2010,6,24,28,0,24,7,Queens,2010
11/2/2010,11,46,19,0,25,13,Queens,2010
11/3/2010,16,53,18,0,49,19,Queens,2010
11/4/2010,3,34,18,0,22,6,Queens,2010
11/5/2010,5,31,18,0,33,9,Queens,2010
11/6/2010,5,22,28,0,29,17,Queens,2010
11/7/2010,3,23,19,0,22,7,Queens,2010
11/8/2010,5,21,20,0,23,7,Queens,2010
11/9/2010,3,21,19,0,20,6,Queens,2010
11/10/2010,3,29,15,0,29,9,Queens,2010
11/11/2010,6,36,23,0,31,10,Queens,2010
11/12/2010,8,46,22,0,33,14,Queens,2010
11/13/2010,22,67,34,0,55,24,Queens,2010
11/14/2010,31,65,34,0,61,19,Queens,2010
11/15/2010,7,33,12,0,54,6,Queens,2010
11/16/2010,7,28,9,0,44,4,Queens,2010
